path,size,expected,status
/mnt/mrdr/mc03/t1504_mrrsu_35n268_0327_4.img,526530240,526530240,OK
/mnt/mrdr/mc03/t1505_mrral_35n273_0327_4.img,631836288,631836288,OK
/mnt/mrdr/mc03/t1505_mrrde_35n273_0327_4.img,166734576,166734576,OK
/mnt/mrdr/mc03/t1505_mrrsu_35n273_0327_4.img,526530240,526530240,OK
/mnt/mrdr/mc03/t1506_mrral_35n278_0327_4.img,631836288,631836288,OK
/mnt/mrdr/mc03/t1506_mrrde_35n278_0327_4.img,166734576,166734576,OK
/mnt/mrdr/mc03/t1506_mrrsu_35n278_0327_4.img,526530240,526530240,OK
/mnt/mrdr/mc03/t1507_mrral_35n283_0327_4.img,631365120,631365120,OK
/mnt/mrdr/mc03/t1507_mrrde_35n283_0327_4.img,166610240,166610240,OK
/mnt/mrdr/mc03/t1507_mrrsu_35n283_0327_4.img,526137600,526137600,OK
/mnt/mrdr/mc03/t1508_mrral_35n288_0327_4.img,631365120,631365120,OK
/mnt/mrdr/mc03/t1508_mrrde_35n288_0327_4.img,166610240,166610240,OK
/mnt/mrdr/mc03/t1508_mrrsu_35n288_0327_4.img,526137600,526137600,OK
/mnt/mrdr/mc03/t1509_mrral_35n293_0327_4.img,631365120,631365120,OK
/mnt/mrdr/mc03/t1509_mrrde_35n293_0327_4.img,166610240,166610240,OK
/mnt/mrdr/mc03/t1509_mrrsu_35n293_0327_4.img,526137600,526137600,OK
/mnt/mrdr/mc03/t1510_mrral_35n298_0327_4.img,631365120,631365120,OK
/mnt/mrdr/mc03/t1510_mrrde_35n298_0327_4.img,166610240,166610240,OK
/mnt/mrdr/mc03/t1510_mrrsu_35n298_0327_4.img,526137600,526137600,OK
/mnt/mrdr/mc03/t1571_mrral_40n243_0327_4.img,590373504,590373504,OK
/mnt/mrdr/mc03/t1571_mrrde_40n243_0327_4.img,155793008,155793008,OK
/mnt/mrdr/mc03/t1571_mrrsu_40n243_0327_4.img,491977920,491977920,OK
/mnt/mrdr/mc03/t1572_mrral_40n248_0327_4.img,590373504,590373504,OK
/mnt/mrdr/mc03/t1572_mrrde_40n248_0327_4.img,155793008,155793008,OK
/mnt/mrdr/mc03/t1572_mrrsu_40n248_0327_4.img,491977920,491977920,OK
/mnt/mrdr/mc03/t1573_mrral_40n253_0327_4.img,590373504,590373504,OK
/mnt/mrdr/mc03/t1573_mrrde_40n253_0327_4.img,155793008,155793008,OK
/mnt/mrdr/mc03/t1573_mrrsu_40n253_0327_4.img,491977920,491977920,OK
/mnt/mrdr/mc03/t1574_mrral_40n258_0327_4.img,590373504,590373504,OK
/mnt/mrdr/mc03/t1574_mrrde_40n258_0327_4.img,155793008,155793008,OK
/mnt/mrdr/mc03/t1574_mrrsu_40n258_0327_4.img,491977920,491977920,OK
/mnt/mrdr/mc03/t1575_mrral_40n263_0327_4.img,590844672,590844672,OK
/mnt/mrdr/mc03/t1575_mrrde_40n263_0327_4.img,155917344,155917344,OK
/mnt/mrdr/mc03/t1575_mrrsu_40n263_0327_4.img,492370560,492370560,OK
/mnt/mrdr/mc03/t1576_mrral_40n268_0327_4.img,590373504,590373504,OK
/mnt/mrdr/mc03/t1576_mrrde_40n268_0327_4.img,155793008,155793008,OK
/mnt/mrdr/mc03/t1576_mrrsu_40n268_0327_4.img,491977920,491977920,OK
/mnt/mrdr/mc03/t1577_mrral_40n273_0327_4.img,590373504,590373504,OK
/mnt/mrdr/mc03/t1577_mrrde_40n273_0327_4.img,155793008,155793008,OK
/mnt/mrdr/mc03/t1577_mrrsu_40n273_0327_4.img,491977920,491977920,OK
/mnt/mrdr/mc03/t1578_mrral_40n278_0327_4.img,590844672,590844672,OK
/mnt/mrdr/mc03/t1578_mrrde_40n278_0327_4.img,155917344,155917344,OK
/mnt/mrdr/mc03/t1578_mrrsu_40n278_0327_4.img,492370560,492370560,OK
/mnt/mrdr/mc03/t1579_mrral_40n283_0327_4.img,590844672,590844672,OK
/mnt/mrdr/mc03/t1579_mrrde_40n283_0327_4.img,155917344,155917344,OK
/mnt/mrdr/mc03/t1579_mrrsu_40n283_0327_4.img,492370560,492370560,OK
/mnt/mrdr/mc03/t1580_mrral_40n288_0327_4.img,590373504,590373504,OK
/mnt/mrdr/mc03/t1580_mrrde_40n288_0327_4.img,155793008,155793008,OK
/mnt/mrdr/mc03/t1580_mrrsu_40n288_0327_4.img,491977920,491977920,OK
/mnt/mrdr/mc03/t1581_mrral_40n293_0327_4.img,590844672,590844672,OK
/mnt/mrdr/mc03/t1581_mrrde_40n293_0327_4.img,155917344,155917344,OK
/mnt/mrdr/mc03/t1581_mrrsu_40n293_0327_4.img,492370560,492370560,OK
/mnt/mrdr/mc03/t1582_mrral_40n298_0327_4.img,590844672,590844672,OK
